Category	ID	Term	Genes	adj_pval
BP	GO:0042592	homeostatic process	ABCC2,ANGPTL4,APOA1,APOA4,APOB,APOC3,C1orf186,CCL5,CD24,CD36,CYBA,DNAJC10,G6PC,GCLM,GCNT4,GRAMD1B,HSP90AA1,HSP90B1,IGHA1,IGHG3,IGKC,IRS2,JAK2,LPL,MLXIPL,MUC2,NELL2,NOS2,OAS1,PARK2,PCK1,PCNA,PDIA3,PDIA4,PDIA6,PDK4,PPARGC1A,PRKCB,SCTR,SLC25A28,SLC46A1,SLC9A7,STAT1,TNFRSF17,TXNDC5,XBP1	1.08E-02
BP	GO:0010038	response to metal ion	ABCC2,AOC1,CCND1,CDK1,FBP1,HSPA5,IGFBP2,MAOB,MT1G,OGG1,PARK2,PCNA,PPARGC1A,S100A16,SORD,TFF1,XRCC4	1.08E-02
BP	GO:0010564	regulation of cell cycle process	ANAPC7,ANLN,BUB1,CCND1,CDC20,CDK1,CENPE,CENPF,CLSPN,DLGAP5,E2F8,FOXM1,HMMR,HSP90AA1,KIF14,KIF20B,KIF23,KNTC1,MAPRE1,MKI67,MLXIPL,PBX1,PCNA,PRC1,PSMB8,PSMB9,PSME2,UBD	1.11E-02
BP	GO:0032103	positive regulation of response to external stimulus	APOB,BIRC3,CCL5,CD36,CYBA,DDX60,GBP5,HLA-E,HSP90B1,IL6R,JAK2,LGALS9,LPL,MUC2,NLRC5,PARP9,PRKD1,PSMB8,PSMB9,PSME2,PYCARD,RSAD2,SMOC2,TNIP3	1.12E-02
BP	GO:0033993	response to lipid	ABCC2,APOB,CARD16,CASP1,CCL5,CCND1,CD36,CMPK2,CYBA,GPX4,GRAMD1B,H2AFZ,HMGB2,IGFBP2,JAK2,LGALS9,LPL,MAOB,NOS2,OGG1,PAQR7,PCK1,PCNA,PDK4,PPARGC1A,PYCARD,RAN,SLC6A4,TNIP3,XBP1	1.12E-02
BP	GO:1904659	glucose transmembrane transport	SLC2A12,SLC2A2,SLC5A1,SLC5A11,SLC5A9	1.15E-02
BP	GO:0009750	response to fructose	PCK1,PPARGC1A,XBP1	1.15E-02
BP	GO:0010886	positive regulation of cholesterol storage	APOB,CD36,LPL	1.15E-02
BP	GO:0008284	positive regulation of cell population proliferation	ASPM,BST1,BST2,CCL5,CCND1,CD24,CDC20,CDK1,CYBA,FOSL2,FOXM1,HLA-E,HMGB2,IGFBP2,IL6R,IRS2,JAK2,KIF14,KIF20B,LGALS9,MLXIPL,MZB1,NRG1,ODC1,PBX1,PPARGC1A,PRC1,PRKD1,PYCARD,SLC39A10,STAT1,XBP1	1.16E-02
BP	GO:0016999	antibiotic metabolic process	ABCC2,ADH4,APOA4,CYBA,MAOB,ST6GAL1,SULT1B1,SULT2A1	1.16E-02
BP	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	CD3G,HSP90AA1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7	1.17E-02
BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	CD3G,HSP90AA1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7	1.17E-02
BP	GO:0002791	regulation of peptide secretion	APOA1,BANK1,CARD16,CASP1,CCL5,FAM3D,GBP1,HLA-E,IDH2,IRS2,JAK2,KRT20,LGALS9,LPL,NOS2,OXCT1,PARK2,PYCARD,RSAD2,SLC2A2,XBP1	1.20E-02
BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	CD3G,HSP90AA1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7	1.23E-02
CC	GO:0042824	MHC class I peptide loading complex	PDIA3,TAP1,TAP2	1.23E-02
BP	GO:0006898	receptor-mediated endocytosis	APOA1,APOB,CD36,HSP90AA1,HSP90B1,HSPH1,IGHA1,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,PLA2R1	1.28E-02
BP	GO:0038094	Fc-gamma receptor signaling pathway	CD3G,HSP90AA1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7	1.29E-02
BP	GO:0071333	cellular response to glucose stimulus	CYBA,GCLM,IRS2,MLXIPL,PCK1,PPARGC1A,XBP1	1.38E-02
CC	GO:0070013	intracellular organelle lumen	ACADM,ACAT1,ACOT7,ACOX1,ACSF2,ANAPC7,ANLN,AOC1,APOA1,APOA4,APOB,BIRC3,BTBD8,BTD,BUB1,CCND1,CCT2,CDC20,CDCA8,CDK1,CENPE,CENPF,CENPU,CIITA,CLSPN,COL25A1,COL4A5,DNAJC10,DOCK2,DUSP6,E2F5,E2F8,EAF2,EGLN3,ERI1,ETV7,FAM134B,FGL2,FOSL2,FOXM1,GATAD1,GATM,GBP2,GPX4,H2AFZ,HACL1,HIST1H1B,HMGB2,HMGCS2,HSP90AA1,HSP90B1,HSPA5,HSPH1,IDH2,IFI30,IRF1,ISG15,ISG20,IYD,JAK2,KAZN,KIF20B,KIF23,KIF4A,KPNA2,KRT8,LAP3,LRRC59,MANF,MCM4,MCM5,MKI67,MLXIPL,MUC2,MXI1,MZB1,NELFE,NHS,NOP56,NOS2,NRG1,OAS3,OAT,OGG1,OXCT1,PARK2,PARP9,PBX1,PCNA,PDIA3,PDIA4,PDIA6,PDK4,POLQ,PPARGC1A,PRDM1,PRKAB2,PRKCB,PSMB8,PSMB9,PSME2,PYCARD,RAN,RSAD2,S100A11,S100A16,SDF2L1,SEPP1,SNRNP40,SP140,SSRP1,STAT1,STON2,STRA13,TAP2,TOP2A,TRMT61B,TSPAN1,TXNDC5,UBD,UBE2L6,UHRF1,XBP1,XRCC4	1.40E-02
CC	GO:0043233	organelle lumen	ACADM,ACAT1,ACOT7,ACOX1,ACSF2,ANAPC7,ANLN,AOC1,APOA1,APOA4,APOB,BIRC3,BTBD8,BTD,BUB1,CCND1,CCT2,CDC20,CDCA8,CDK1,CENPE,CENPF,CENPU,CIITA,CLSPN,COL25A1,COL4A5,DNAJC10,DOCK2,DUSP6,E2F5,E2F8,EAF2,EGLN3,ERI1,ETV7,FAM134B,FGL2,FOSL2,FOXM1,GATAD1,GATM,GBP2,GPX4,H2AFZ,HACL1,HIST1H1B,HMGB2,HMGCS2,HSP90AA1,HSP90B1,HSPA5,HSPH1,IDH2,IFI30,IRF1,ISG15,ISG20,IYD,JAK2,KAZN,KIF20B,KIF23,KIF4A,KPNA2,KRT8,LAP3,LRRC59,MANF,MCM4,MCM5,MKI67,MLXIPL,MUC2,MXI1,MZB1,NELFE,NHS,NOP56,NOS2,NRG1,OAS3,OAT,OGG1,OXCT1,PARK2,PARP9,PBX1,PCNA,PDIA3,PDIA4,PDIA6,PDK4,POLQ,PPARGC1A,PRDM1,PRKAB2,PRKCB,PSMB8,PSMB9,PSME2,PYCARD,RAN,RSAD2,S100A11,S100A16,SDF2L1,SEPP1,SNRNP40,SP140,SSRP1,STAT1,STON2,STRA13,TAP2,TOP2A,TRMT61B,TSPAN1,TXNDC5,UBD,UBE2L6,UHRF1,XBP1,XRCC4	1.40E-02
CC	GO:0031974	membrane-enclosed lumen	ACADM,ACAT1,ACOT7,ACOX1,ACSF2,ANAPC7,ANLN,AOC1,APOA1,APOA4,APOB,BIRC3,BTBD8,BTD,BUB1,CCND1,CCT2,CDC20,CDCA8,CDK1,CENPE,CENPF,CENPU,CIITA,CLSPN,COL25A1,COL4A5,DNAJC10,DOCK2,DUSP6,E2F5,E2F8,EAF2,EGLN3,ERI1,ETV7,FAM134B,FGL2,FOSL2,FOXM1,GATAD1,GATM,GBP2,GPX4,H2AFZ,HACL1,HIST1H1B,HMGB2,HMGCS2,HSP90AA1,HSP90B1,HSPA5,HSPH1,IDH2,IFI30,IRF1,ISG15,ISG20,IYD,JAK2,KAZN,KIF20B,KIF23,KIF4A,KPNA2,KRT8,LAP3,LRRC59,MANF,MCM4,MCM5,MKI67,MLXIPL,MUC2,MXI1,MZB1,NELFE,NHS,NOP56,NOS2,NRG1,OAS3,OAT,OGG1,OXCT1,PARK2,PARP9,PBX1,PCNA,PDIA3,PDIA4,PDIA6,PDK4,POLQ,PPARGC1A,PRDM1,PRKAB2,PRKCB,PSMB8,PSMB9,PSME2,PYCARD,RAN,RSAD2,S100A11,S100A16,SDF2L1,SEPP1,SNRNP40,SP140,SSRP1,STAT1,STON2,STRA13,TAP2,TOP2A,TRMT61B,TSPAN1,TXNDC5,UBD,UBE2L6,UHRF1,XBP1,XRCC4	1.40E-02
BP	GO:0071466	cellular response to xenobiotic stimulus	ABCC2,AKR7L,AOC1,CYP2C9,CYP3A4,CYP3A5,EPHX1,MARC2,PCNA,PPARGC1A,SULT1B1	1.40E-02
BP	GO:0071354	cellular response to interleukin-6	ABCC2,IL6R,JAK2,PPARGC1A,STAT1	1.49E-02
BP	GO:0045454	cell redox homeostasis	CYBA,DNAJC10,NOS2,PDIA3,PDIA4,PDIA6,TXNDC5	1.49E-02
CC	GO:0098590	plasma membrane region	ABCC2,ABHD6,ASAH2,ASPM,BST2,CAMK2N1,CD36,CDHR5,CEP55,CLSTN2,CNGA1,CYBA,DCC,ENPP3,IGFBP2,IL6R,JAK2,KPNA2,KRT8,LCT,MAPRE1,NHS,NLGN4X,PDZK1,PLEK,PRKG2,RAB17,SI,SLC17A4,SLC19A1,SLC2A2,SLC46A1,SLC4A7,SLC5A1,SLC5A12,SLC6A4,SLC7A6,TRPM6	1.54E-02
BP	GO:1901605	alpha-amino acid metabolic process	ACAT1,ADI1,EGLN3,GATM,GCLM,HGD,IYD,NOS2,OAT,ODC1,PLOD2,SHMT1	1.55E-02
BP	GO:0009743	response to carbohydrate	APOB,CYBA,GCLM,IRS2,LPL,MLXIPL,PCK1,PPARGC1A,PRKCB,SARM1,XBP1	1.60E-02
BP	GO:0006820	anion transport	ABCC2,ACE,ANO5,APOA1,APOA4,APOC3,CD36,ENPP3,G6PC,NOS2,PLIN2,PRKAB2,SFXN3,SLC13A2,SLC19A1,SLC2A2,SLC38A1,SLC46A1,SLC4A7,SLC5A12,SLC7A6	1.60E-02
BP	GO:0071331	cellular response to hexose stimulus	CYBA,GCLM,IRS2,MLXIPL,PCK1,PPARGC1A,XBP1	1.60E-02
BP	GO:0033209	tumor necrosis factor-mediated signaling pathway	BIRC3,JAK2,KRT8,PSMB8,PSMB9,PSME2,PYCARD,STAT1,TNFRSF17	1.60E-02
BP	GO:0099527	postsynapse to nucleus signaling pathway	JAK2,KPNA2,NRG1	1.64E-02
BP	GO:0010873	positive regulation of cholesterol esterification	APOA1,APOA4,STARD4	1.64E-02
BP	GO:0000022	mitotic spindle elongation	KIF23,KIF4A,PRC1	1.64E-02
BP	GO:0098926	postsynaptic signal transduction	JAK2,KPNA2,NRG1	1.64E-02
BP	GO:0060191	regulation of lipase activity	ANGPTL4,APOA1,APOA4,APOC3,BICD1,CCL5,LPL,PLA2R1	1.67E-02
BP	GO:0071326	cellular response to monosaccharide stimulus	CYBA,GCLM,IRS2,MLXIPL,PCK1,PPARGC1A,XBP1	1.69E-02
BP	GO:1902749	regulation of cell cycle G2/M phase transition	CCND1,CDK1,CENPF,CLSPN,HMMR,HSP90AA1,KIF14,MAPRE1,PBX1,PSMB8,PSMB9,PSME2	1.69E-02
BP	GO:0006958	complement activation, classical pathway	IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7	1.77E-02
BP	GO:0002253	activation of immune response	APOB,BIRC3,CD36,CD3G,HSP90AA1,HSP90B1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,LGALS9,MUC2,PRKCB,PSMB8,PSMB9,PSME2,PYCARD,TNIP3	1.77E-02
BP	GO:0032651	regulation of interleukin-1 beta production	APOA1,CARD16,CASP1,JAK2,LGALS9,LPL,PYCARD	1.81E-02
MF	GO:0005102	signaling receptor binding	ACE,ACOX1,AGR2,APOA1,APOB,APOC3,BANK1,BICD1,C1orf186,CCL5,CD36,CD3G,DNAJA1,DOCK2,FAM3D,GRB10,HACL1,HLA-E,HMGB2,HSP90B1,IGFBP2,IGHA1,IGHM,IL32,IL6R,ISG15,JAK2,LPL,MANF,NLGN4X,NOS2,NRG1,NRG3,PARK2,PCNA,PDZK1,PPARGC1A,PRKCB,PTPN1,PYCARD,RAN,STAT1,TAP1,TAP2,TFF1	1.83E-02
BP	GO:0070555	response to interleukin-1	ABCC2,CCL5,CYBA,GBP1,GBP2,LGALS9,PCK1,PSMB8,PSMB9,PSME2,PYCARD	1.83E-02
BP	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	BIRC3,BST2,CARD16,CASP1,CD36,LGALS9,PARK2,PIM2,PRKCB,PRKD1,UBD	1.83E-02
BP	GO:0010035	response to inorganic substance	ABCC2,AOC1,APOA4,APOB,CCND1,CDK1,FBP1,HSPA5,IGFBP2,KRT8,MAOB,MT1G,OGG1,PARK2,PCNA,PPARGC1A,S100A16,SORD,STAT1,TFF1,XRCC4	1.85E-02
BP	GO:0050704	regulation of interleukin-1 secretion	APOA1,CARD16,CASP1,LGALS9,LPL,PYCARD	1.85E-02
BP	GO:1901564	organonitrogen compound metabolic process	ABCC2,ACADM,ACAT1,ACE,ACOT7,ACSF2,ADI1,AK1,ALDOB,ANAPC7,APOA1,APOA4,APOB,APOC3,APOL6,ASAH2,BIRC3,BTD,BUB1,CARD16,CASP1,CCL5,CCND1,CCNG2,CD36,CDC20,CDK1,CERK,CLSPN,CTSE,CYP2C9,CYP3A4,CYP3A5,DERL3,DLGAP5,DNAJC10,DUSP6,EGLN3,EIF4EBP2,ENO1,ENPP2,ENPP3,F11,FGL2,FKBP11,G6PC,GATM,GCLM,GCNT4,GGCT,GPX4,HGD,HMMR,HSP90AA1,HSP90B1,HSPA5,IDH2,IFI27,IGFBP2,IGHA1,IRS2,ISG15,IYD,JAK2,KIF14,KLHL24,LAP3,LGALS9,MAOB,MEP1B,MME,MUC2,NDC1,NOS2,NRG1,OAT,ODC1,OGG1,PARK2,PARP14,PARP9,PCK1,PCNA,PDIA3,PDIA6,PDK4,PIM2,PLOD2,PRKAB2,PRKCB,PRKD1,PRKG2,PRSS12,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RAN,RARRES3,SDF2L1,SHMT1,SLC19A1,SLC19A3,SLC46A1,SLC7A6,ST6GAL1,SULT1B1,SULT2A1,THSD4,TMEM258,TNIP3,TRIM31,TRPM6,UBD,UBE2L6,UHRF1,VNN1,WARS,XBP1	1.88E-02
BP	GO:0009893	positive regulation of metabolic process	ABHD6,ACE,AGR2,APOA1,APOA4,APOB,ARHGAP8,BANK1,BIRC3,CAMK2N1,CASP1,CCL5,CCND1,CCT2,CD24,CD36,CDC20,CDK1,CENPE,CIITA,CLSPN,CYBA,DLGAP5,DUSP6,E2F5,E2F8,EAF2,EGLN3,ENO1,ENPP2,FAM46C,FOSL2,FOXM1,GATM,GRB10,H2AFZ,HIST1H1B,HMGB2,HSP90AA1,HSPA5,HSPBP1,HSPH1,IGHA1,IL6R,IRF1,IRS2,JAK2,KIF14,LGALS9,MAF,MAOB,MLXIPL,MZB1,NELFE,NLRC5,NRG1,NRG3,PARK2,PARP14,PARP9,PBX1,PCK1,PCNA,PFKFB4,PIM2,PLEK,PPARGC1A,PRDM1,PRKAB2,PRKCB,PRKD1,PTH2R,PTPN1,PYCARD,RAN,SLC39A10,SLC6A4,SMOC2,STARD4,STAT1,STRA13,TOP2A,UHRF1,WARS,XBP1	1.89E-02
BP	GO:0050790	regulation of catalytic activity	ACE,ALDOB,ANGPTL4,APOA1,APOA4,APOC3,ARHGAP8,BICD1,BIRC3,BST2,CAMK2N1,CARD16,CASP1,CCL5,CCND1,CCT2,CD24,CDC20,CDK1,CENPE,CLSPN,CYBA,DEPDC1,DNAJA1,DNAJC10,DOCK2,DUSP6,EGLN3,FAM13A,HMGB2,HSP90AA1,HSP90B1,HSPBP1,HSPH1,IRS2,JAK2,KIF14,LGALS9,LPL,NLRC5,NRG1,NRG3,OAS3,PARK2,PARP9,PCNA,PLA2R1,PLEK,PRKAB2,PRKD1,PSMB8,PSMB9,PTPN1,PYCARD,SLC39A10,SPINK4,TBC1D2,UHRF1,WARS,XRCC4	1.90E-02
BP	GO:0010498	proteasomal protein catabolic process	ANAPC7,CDC20,CDK1,DERL3,DNAJC10,HSP90B1,HSPA5,IFI27,KIF14,PARK2,PSMB8,PSMB9,PSME2,SDF2L1	1.93E-02
BP	GO:0033554	cellular response to stress	AGR2,AOC1,APOA1,APOA4,CARD16,CCND1,CD36,CDK1,CLSPN,CYBA,DERL3,DNAJC10,E2F8,EGLN3,FOXM1,HMGB2,HSP90B1,HSPA5,ISG15,JAK2,KRT20,LGALS9,MATN2,OGG1,PARK2,PARP9,PCK1,PCNA,PDIA6,PDK4,PLA2R1,POLQ,PPARGC1A,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,SDF2L1,SSRP1,STRA13,TOP2A,UBE2L6,UHRF1,XBP1,XRCC4	1.95E-02
MF	GO:0042608	T cell receptor binding	CD3G,DOCK2,HLA-E	1.97E-02
BP	GO:0035967	cellular response to topologically incorrect protein	CCND1,DERL3,HSP90B1,HSPA5,PARK2,PDIA6,PTPN1,SDF2L1,XBP1	2.00E-02
BP	GO:0001101	response to acid chemical	ABCC2,APOB,CD36,CYBA,GCLM,IGFBP2,KRT8,LPL,OGG1,PCK1,PCNA,PDK4,PPARGC1A,SHMT1,SLC6A4,XBP1	2.01E-02
BP	GO:0051180	vitamin transport	APOA1,SLC19A1,SLC19A3,SLC2A2,SLC46A1	2.01E-02
BP	GO:0008645	hexose transmembrane transport	SLC2A12,SLC2A2,SLC5A1,SLC5A11,SLC5A9	2.01E-02
BP	GO:0033194	response to hydroperoxide	APOA4,CD36,JAK2,PRKD1	2.03E-02
BP	GO:0006915	apoptotic process	ASAH2,BIRC3,BUB1,CASP1,CD24,CDK1,DCC,DNAJC10,EAF2,EGLN3,GCLM,GGCT,HMGB2,HSPA5,IFI27,IFI27L1,IL6R,IRF1,JAK2,KRT20,KRT8,MZB1,PIM2,PRKCB,PRKD1,PYCARD,SLC5A11,TOP2A,UNC5D,XAF1,XBP1	2.06E-02
CC	GO:0005876	spindle microtubule	CDK1,CENPE,KIF4A,KNTC1,MAPRE1,PRC1	2.10E-02
BP	GO:0065003	protein-containing complex assembly	ACAT1,ALDOB,ANGPTL4,ANLN,APOA1,APOA4,APOB,APOC3,AQP10,BICD1,BIRC3,CCL5,CCT2,CD3G,CDK1,CENPE,CENPF,CENPU,CYBA,FBP1,GBP1,GBP5,GPX4,HACL1,HIST1H1B,HMGB2,HSP90AA1,JAK2,KNTC1,MZB1,NDC1,NRG3,OAT,PARK2,POLQ,PPARGC1A,PYCARD,SHMT1,SLC6A4,SLC7A6,STRA13,TRMT61B,TRPM6	2.18E-02
BP	GO:0006457	protein folding	CCT2,DNAJA1,DNAJC10,HSP90AA1,HSP90B1,HSPA5,HSPBP1,HSPH1,PDIA3,PDIA4,PDIA6	2.18E-02
BP	GO:0051231	spindle elongation	KIF23,KIF4A,PRC1	2.18E-02
BP	GO:0036500	ATF6-mediated unfolded protein response	HSP90B1,HSPA5,XBP1	2.18E-02
BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	ANAPC7,CDC20,CDK1,DERL3,DNAJC10,HSP90B1,HSPA5,IFI27,KIF14,PARK2,PSMB8,PSMB9,PSME2	2.19E-02
CC	GO:0044446	intracellular organelle part	ABHD6,ACADM,ACAT1,ACOT7,ACOX1,ACSF2,AGMO,ALDOB,ANAPC7,ANLN,ANO5,AOC1,APOA1,APOA4,APOB,ASAH2,ASPM,ATP8B2,BICD1,BIRC3,BST1,BST2,BTBD8,BTD,BUB1,CCND1,CCT2,CD36,CD3G,CDC20,CDCA8,CDK1,CENPE,CENPF,CENPU,CEP55,CIITA,CLSPN,CLSTN2,COL25A1,COL4A5,CYBA,CYP2C9,CYP3A4,CYP3A5,CYP4F3,DERL3,DLGAP5,DNAJA1,DNAJC10,DOCK2,DUSP6,E2F5,E2F8,EAF2,EGLN3,EPHX1,ERI1,ETV7,FAM134B,FGL2,FMO5,FOSL2,FOXM1,G6PC,GATAD1,GATM,GBP1,GBP2,GBP4,GBP5,GCNT4,GPX4,GRAMD1B,H2AFZ,HACL1,HIST1H1B,HLA-E,HMGB2,HMGCS2,HMMR,HSP90AA1,HSP90B1,HSPA5,HSPH1,IDH2,IFI27,IFI30,IFITM3,IRF1,ISG15,ISG20,ITM2C,IYD,JAK2,KAZN,KIF14,KIF20B,KIF23,KIF4A,KNTC1,KPNA2,KRT20,KRT8,LAP3,LRRC59,MAF,MANF,MAOB,MAPRE1,MARC2,MCM4,MCM5,MKI67,MLXIPL,MME,MUC2,MXI1,MYZAP,MZB1,NCAPG,NDC1,NELFE,NHS,NLRC5,NOP56,NOS2,NRG1,NUF2,OAS3,OAT,OGG1,OXCT1,PARK2,PARP9,PBX1,PCNA,PDIA3,PDIA4,PDIA6,PDK4,PEX11A,PLOD2,POLQ,PPARGC1A,PRC1,PRDM1,PRKAB2,PRKCB,PRKD1,PRKG2,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RAB17,RAN,RSAD2,RTTN,S100A11,S100A16,SARM1,SCTR,SDF2L1,SEPP1,SFXN3,SLC25A28,SLC6A4,SLC9A7,SNRNP40,SORD,SP140,SSRP1,ST6GAL1,STAT1,STON2,STRA13,TAP1,TAP2,TM4SF20,TMEM258,TOMM40,TOP2A,TRMT61B,TSPAN1,TUBA1B,TXNDC5,UBD,UBE2L6,UGT2B7,UHRF1,VNN1,XBP1,XRCC4	2.23E-02
CC	GO:0070938	contractile ring	ANLN,KIF20B,PRC1	2.23E-02
BP	GO:0038093	Fc receptor signaling pathway	CD3G,HSP90AA1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,PSMB8,PSMB9,PSME2	2.27E-02
BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7	2.27E-02
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	ACE,BANK1,BST1,CCL5,CD24,CD36,ENPP2,IL6R,JAK2,NRG1,PARP14,PARP9,PTPN1	2.35E-02
BP	GO:0051004	regulation of lipoprotein lipase activity	ANGPTL4,APOA4,APOC3,LPL	2.37E-02
BP	GO:0009967	positive regulation of signal transduction	AGR2,APOA1,ARHGAP8,ASPM,BANK1,BIRC3,BST2,CARD16,CASP1,CCL5,CD24,CD36,CD3G,CDK1,CYBA,DDX60,DUSP6,GRB10,HSP90AA1,IL6R,IRS2,ITM2C,JAK2,LGALS9,NELFE,NLRC5,NRG1,PARK2,PARP14,PARP9,PDIA3,PIM2,PLA2R1,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RSAD2,SARM1,SCTR,SLA,SMOC2,UBD,XBP1	2.41E-02
BP	GO:0006959	humoral immune response	BST1,HLA-E,IGHA1,IGHG1,IGHG3,IGHG4,IGHM,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,ST6GAL1	2.41E-02
BP	GO:0070663	regulation of leukocyte proliferation	BST2,CCL5,CD24,ENPP3,HLA-E,IGFBP2,IRF1,IRS2,LGALS9,MZB1,PYCARD,SLC39A10	2.41E-02
BP	GO:0032760	positive regulation of tumor necrosis factor production	CD36,CYBA,HLA-E,JAK2,LGALS9,LPL,PYCARD	2.43E-02
BP	GO:0015749	monosaccharide transmembrane transport	SLC2A12,SLC2A2,SLC5A1,SLC5A11,SLC5A9	2.45E-02
BP	GO:0055085	transmembrane transport	ABCA10,ABCC2,ANO5,APOA1,AQP10,ATP8B2,CNGA1,HSPA5,KCNIP4,PRKAB2,PSMB8,PSMB9,PSME2,SFXN3,SLC13A2,SLC15A1,SLC17A4,SLC19A1,SLC19A3,SLC28A1,SLC28A2,SLC2A12,SLC2A2,SLC38A1,SLC46A1,SLC4A7,SLC5A1,SLC5A11,SLC5A12,SLC5A9,SLC6A4,SLC7A6,SLC9A7,TAP1,TAP2,TRAM2,TRPM6	2.50E-02
BP	GO:1904950	negative regulation of establishment of protein localization	APOA1,BANK1,CARD16,CD36,DERL3,DNAJA1,FAM3D,GBP1,IDH2,PARK2,RSAD2	2.50E-02
CC	GO:0005788	endoplasmic reticulum lumen	APOA1,APOA4,APOB,COL25A1,COL4A5,DNAJC10,HSP90B1,HSPA5,MANF,MZB1,PDIA3,PDIA4,PDIA6,SDF2L1,TXNDC5	2.70E-02
CC	GO:0034358	plasma lipoprotein particle	APOA1,APOA4,APOB,APOC3,LPL	2.70E-02
CC	GO:1990777	lipoprotein particle	APOA1,APOA4,APOB,APOC3,LPL	2.70E-02
BP	GO:0042445	hormone metabolic process	ACE,ADH4,APOA1,CYP3A4,GCNT4,HSD17B11,IYD,MME,PPARGC1A,SULT1B1,UGT2B7	2.72E-02
BP	GO:0032355	response to estradiol	APOB,CCND1,GPX4,H2AFZ,IGFBP2,OGG1,PCNA,PPARGC1A,SLC6A4	2.73E-02
BP	GO:0006979	response to oxidative stress	ABCC2,APOA4,CD36,CDK1,CYBA,GCLM,GPX4,JAK2,OGG1,PARK2,PCNA,PLA2R1,PPARGC1A,PRKD1,SEPP1,STAT1,VNN1	2.73E-02
BP	GO:0033344	cholesterol efflux	APOA1,APOA4,APOB,APOC3	2.73E-02
BP	GO:0048585	negative regulation of response to stimulus	APOA1,ASAH2,BANK1,BICD1,BST2,CAMK2N1,CARD16,CCL5,DCC,DERL3,DNAJA1,DUSP6,ENO1,ENPP3,F11,FBP1,FGL2,FOXM1,GBP1,GCLM,GRB10,HLA-E,HMGB2,HSPA5,IGFBP2,LGALS9,LPL,NLGN4X,NLRC5,OGG1,PARK2,PARP14,PHLPP2,PLEK,POLQ,PRKCB,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,SARM1,STAT1,TNIP3,VNN1,XBP1	2.73E-02
BP	GO:0032755	positive regulation of interleukin-6 production	CD36,CYBA,IL6R,LGALS9,LPL,PYCARD,XBP1	2.74E-02
BP	GO:0070665	positive regulation of leukocyte proliferation	BST2,CCL5,CD24,HLA-E,IGFBP2,IRS2,LGALS9,PYCARD,SLC39A10	2.81E-02
BP	GO:0010872	regulation of cholesterol esterification	APOA1,APOA4,STARD4	2.81E-02
BP	GO:1903897	regulation of PERK-mediated unfolded protein response	AGR2,HSPA5,PTPN1	2.81E-02
BP	GO:0046950	cellular ketone body metabolic process	ACAT1,HMGCS2,OXCT1	2.81E-02
BP	GO:0051239	regulation of multicellular organismal process	ABHD6,ACE,ANGPTL4,APOA1,APOA4,APOC3,ASPM,BANK1,BIRC3,BST2,C1orf186,CARD16,CASP1,CCND1,CD24,CD36,CDC20,CDK1,CENPF,CYBA,DCC,DDX60,EAF2,ENO1,ENPP2,F11,GATM,GBP1,GBP5,GRB10,HLA-E,HMGB2,HRH2,HSPA5,IDH2,IFITM1,IL6R,IRF1,ISG15,ITM2C,JAK2,KCNIP4,KIF14,KIF20B,LGALS9,LPL,MAF,MME,NLGN4X,NLRC5,NOS2,NRG1,NRG3,PARK2,PBX1,PDK4,PLEK,PPARGC1A,PRDM1,PRKAB2,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTH2R,PYCARD,RAB17,RSAD2,SARM1,SLC6A4,SMOC2,STAT1,UBE2L6,UNC5D,VNN1,WARS,XBP1	2.85E-02
BP	GO:0010803	regulation of tumor necrosis factor-mediated signaling pathway	APOA1,BIRC3,CARD16,CASP1,PARK2,PYCARD	2.85E-02
BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	CD36,CYBA,HLA-E,JAK2,LGALS9,LPL,PYCARD	2.87E-02
